《世界》  【月別】  （輸入）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORLD Monthly Data  (Import),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報道発表品目名,総額,１．食料品,,,,,,魚介類,,肉類,,穀物類,,野菜,,果実,,２．原料品,,,,,,木材,,非鉄金属鉱,,鉄鉱石,,大豆,,３．鉱物性燃料,,原油及び粗油,,石油製品,,(揮発油),,液化天然ガス,,液化石油ガス,,石炭,,(一般炭),,４．化学製品,,有機化合物,,医薬品,,５．原料別製品,,鉄鋼,,非鉄金属,,金属製品,,織物用糸・繊維製品,,非金属鉱物製品,,木製品等(除家具),,６．一般機械,,原動機,,電算機類(含周辺機器),,電算機類の部分品,,７．電気機器,,半導体等電子部品,,(ＩＣ),,絶縁電線・絶縁ケーブル,,音響映像機器(含部品),,重電機器,,通信機,,（電話機）,,電気計測機器,,８．輸送用機器,,自動車,,自動車の部分品,,航空機類,,９．その他,,,,,,科学光学機器,,衣類・同附属品,,家具,,バッグ類,
2004/09,4232570452 ,-,406420213 ,-,369746989 ,-,36673224 ,221531 ,118502936 ,160360 ,73293308 ,2265782 ,54971019 ,199056571 ,30332744 ,209511057 ,26016656 ,-,257811631 ,-,248855862 ,98861 ,8955769 ,-,45207074 ,1312242 ,62910691 ,11925771 ,40448832 ,278007 ,12765899 ,-,932521785 ,19015536 ,542075406 ,-,95540389 ,2456055 ,78103695 ,4877350 ,151233712 ,983368 ,42145474 ,14481227 ,93240456 ,7304229 ,44895133 ,-,320711167 ,-,90938533 ,6095932 ,58428616 ,-,419298194 ,557540 ,51403358 ,282089 ,110515691 ,-,52912364 ,-,53302437 ,-,53457243 ,-,56789278 ,-,438954800 ,14246 ,49699951 ,11125056 ,168075224 ,11844463 ,77008338 ,-,591854174 ,-,198943878 ,1022574367 ,172437265 ,-,-,-,115166782 ,-,38442496 ,-,28846408 ,-,-,-,45031896 ,-,146431452 ,23368 ,72482797 ,39200575 ,33803980 ,294 ,25188743 ,-,718567036 ,-,636987692 ,-,81579344 ,-,107373982 ,-,270445737 ,111347600 ,43661150 ,13542793 ,29556011 
2004/10,4317953930 ,-,438661111 ,-,386508593 ,-,52152518 ,268739 ,132860424 ,158337 ,75663412 ,1998712 ,48511708 ,235337998 ,34060640 ,195427355 ,27160525 ,-,252111991 ,-,243361824 ,95680 ,8750167 ,-,44031037 ,956895 ,60634270 ,10509194 ,35456618 ,350978 ,14379651 ,-,976417243 ,20728513 ,573905796 ,-,109216625 ,2473169 ,81760752 ,4559511 ,144525071 ,1014234 ,47151970 ,13665952 ,90092255 ,7811485 ,49405040 ,-,325839216 ,-,91774008 ,5900175 ,67890031 ,-,425192718 ,580492 ,54170298 ,301486 ,117541085 ,-,52123129 ,-,51719686 ,-,53355083 ,-,55237307 ,-,426060278 ,15281 ,49738957 ,9959657 ,155971590 ,10558543 ,73599375 ,-,571669137 ,-,185880940 ,1002635446 ,160191675 ,-,-,-,125578987 ,-,35496600 ,-,24612470 ,-,-,-,40014442 ,-,221518995 ,22098 ,71224212 ,38270301 ,34693396 ,802 ,101740593 ,-,680483241 ,-,604131172 ,-,76352069 ,-,102528192 ,-,231087199 ,115149931 ,43689265 ,12527729 ,31677354 
2004/11,4557901734 ,-,491605199 ,-,428980945 ,-,62624254 ,287973 ,147333573 ,188673 ,84945690 ,2306729 ,53037085 ,325790888 ,39164797 ,244078797 ,33431634 ,-,263398009 ,-,252935900 ,113380 ,10462109 ,-,45812543 ,1272348 ,67592794 ,10942651 ,37665394 ,352450 ,11595250 ,-,1038398067 ,20466211 ,575301714 ,-,128101770 ,2804440 ,94305898 ,5236596 ,159526033 ,1272129 ,62022164 ,15702718 ,101703594 ,7397601 ,44834051 ,-,348927316 ,-,99396242 ,6487541 ,69953673 ,-,462773525 ,689702 ,63505471 ,331805 ,124200551 ,-,60888106 ,-,56962226 ,-,55280630 ,-,58862314 ,-,465852092 ,15670 ,52606294 ,12092455 ,163077026 ,12046266 ,84286011 ,-,613249528 ,-,183911498 ,906867193 ,157890333 ,-,-,-,140376018 ,-,38264863 ,-,28233401 ,-,-,-,42390831 ,-,179025918 ,29756 ,96265683 ,42489976 ,37539157 ,325 ,29199339 ,-,694672080 ,-,614404398 ,-,80267682 ,-,106368977 ,-,203107358 ,134379181 ,48814811 ,14551423 ,38573185 
2004/12,4261351148 ,-,459786079 ,-,418643587 ,-,41142492 ,282570 ,147596416 ,197422 ,90536432 ,2163616 ,47562655 ,295566723 ,34860329 ,220693804 ,27801104 ,-,247127544 ,-,238983667 ,96269 ,8143877 ,-,40237534 ,1154477 ,62225308 ,12626307 ,40824505 ,335326 ,11606817 ,-,1032875145 ,23162772 ,602308511 ,-,119907367 ,2661170 ,87298801 ,4753671 ,145554627 ,1227035 ,61096480 ,15320100 ,95490618 ,7405473 ,43464050 ,-,311253297 ,-,88564966 ,6258725 ,60579225 ,-,407477828 ,697570 ,60613135 ,294515 ,108984446 ,-,50483567 ,-,49574690 ,-,45500459 ,-,53820001 ,-,454472678 ,15048 ,42196918 ,11617784 ,173616666 ,10901858 ,89351088 ,-,567895041 ,-,166812625 ,833058547 ,142435713 ,-,-,-,127835775 ,-,34383134 ,-,39151205 ,-,-,-,41103171 ,-,141395119 ,27442 ,80451660 ,32951922 ,31429556 ,292 ,16823315 ,-,639068417 ,-,554591223 ,-,84477194 ,-,113112825 ,-,170614304 ,126444598 ,42635072 ,14998801 ,32990784 
2005/01,4223237785 ,-,417692207 ,-,378602152 ,-,39090055 ,239541 ,122118319 ,179763 ,84094340 ,2188343 ,48112923 ,263809500 ,31093459 ,208466360 ,26068566 ,-,271369718 ,-,262367191 ,95970 ,9002527 ,-,51019617 ,1188319 ,76177567 ,10927723 ,36189202 ,389004 ,13155928 ,-,952230823 ,20695387 ,518461073 ,-,122929259 ,2846149 ,90438733 ,5442508 ,159063363 ,1021785 ,47350635 ,15364581 ,99553497 ,7176472 ,43480938 ,-,340989262 ,-,102693179 ,6439413 ,65203733 ,-,448289171 ,780609 ,70964581 ,372112 ,124011701 ,-,55952620 ,-,51329982 ,-,50468684 ,-,56887961 ,-,448674124 ,16741 ,44958669 ,11274411 ,164327256 ,12411062 ,88342415 ,-,565781125 ,-,172533317 ,856895207 ,146693190 ,-,-,-,119887412 ,-,38210962 ,-,32769667 ,-,-,-,39959708 ,-,138866674 ,22571 ,74633174 ,33782022 ,33984815 ,231 ,15219172 ,-,639344681 ,-,551519588 ,-,87825093 ,-,104939689 ,-,183368402 ,139878393 ,46528521 ,14555240 ,31692987 
2005/02,3762243525 ,-,373379297 ,-,345408517 ,-,27970780 ,187770 ,107717676 ,155586 ,73577800 ,2199073 ,49888965 ,264009483 ,29979803 ,211025333 ,25329237 ,-,229236621 ,-,222030281 ,79774 ,7206340 ,-,37959737 ,1263245 ,61979711 ,10198195 ,31961464 ,392764 ,14599975 ,-,915101559 ,19216667 ,516606477 ,-,101600090 ,2366140 ,71890502 ,4763045 ,143567783 ,1364201 ,56673627 ,14362579 ,91818242 ,7673341 ,46501773 ,-,312572513 ,-,87500573 ,5878963 ,66828030 ,-,371847795 ,760786 ,61926118 ,242029 ,96710314 ,-,45596318 ,-,40160275 ,-,43122997 ,-,49572180 ,-,396950044 ,13650 ,41728072 ,10125466 ,150851922 ,10820247 ,76005205 ,-,510243342 ,-,158137542 ,793774696 ,135699798 ,-,-,-,110379239 ,-,31308935 ,-,25105169 ,-,-,-,39173199 ,-,89604437 ,13396 ,36399944 ,28994732 ,29602403 ,199 ,8900336 ,-,563307917 ,-,486050695 ,-,77257222 ,-,92908314 ,-,154436120 ,113008109 ,39444596 ,11011000 ,30665229 
2005/03,4665412271 ,-,446971939 ,-,403920298 ,-,43051641 ,226752 ,121189052 ,164560 ,74650123 ,2514513 ,59950261 ,340575425 ,35901520 ,262939981 ,32054460 ,-,276042614 ,-,266522930 ,101462 ,9519684 ,-,43881734 ,1287177 ,79927455 ,12604878 ,40597518 ,324156 ,11952047 ,-,1073155636 ,21826742 ,612953456 ,-,112412240 ,2361660 ,75394786 ,5345136 ,162957892 ,1456794 ,61207453 ,17354684 ,116912523 ,8364622 ,51996905 ,-,362823139 ,-,104734483 ,6288044 ,72903795 ,-,443399749 ,718838 ,65087793 ,331884 ,118062411 ,-,59252764 ,-,49987141 ,-,56614946 ,-,53405024 ,-,524226363 ,17008 ,52284225 ,13392523 ,210448664 ,14870104 ,89210355 ,-,606543207 ,-,176089097 ,920283571 ,147753135 ,-,-,-,142391592 ,-,38240077 ,-,29493569 ,-,-,-,42759557 ,-,200348637 ,28599 ,86533363 ,36604580 ,35712905 ,561 ,56404354 ,-,731900987 ,-,646592591 ,-,85308396 ,-,122144255 ,-,214550239 ,142571149 ,49879549 ,14466158 ,37352879 
2005/04,4556789013 ,-,507306825 ,-,463600333 ,-,43706492 ,240726 ,138232851 ,268516 ,123735817 ,2496539 ,57475163 ,306817426 ,34934854 ,284755204 ,35644803 ,-,284551571 ,-,273766144 ,116870 ,10785427 ,-,47160782 ,1212143 ,81925252 ,10465620 ,38425671 ,426704 ,16329586 ,-,1042607922 ,19532300 ,639789642 ,-,121058787 ,2472896 ,86721103 ,4281776 ,135298950 ,1113618 ,50476712 ,12146144 ,87268758 ,5990622 ,38080379 ,-,360670728 ,-,108839651 ,6584244 ,73862766 ,-,461036046 ,866759 ,80606966 ,299902 ,121132490 ,-,57554061 ,-,54719958 ,-,50280923 ,-,56856695 ,-,456399750 ,14855 ,47467145 ,10984495 ,169571614 ,11819033 ,78114879 ,-,550413605 ,-,171001508 ,939329733 ,145617999 ,-,-,-,123495220 ,-,36247728 ,-,25327513 ,-,-,-,34627826 ,-,205441112 ,27600 ,89899720 ,32182036 ,30706047 ,601 ,64536204 ,-,688361454 ,-,611284414 ,-,77077040 ,-,104718683 ,-,207950501 ,131135494 ,45581163 ,16025731 ,37828871 
2005/05,4510471065 ,-,493397703 ,-,438001938 ,-,55395765 ,226436 ,131111434 ,221190 ,98835458 ,2582528 ,59130814 ,259491882 ,31422908 ,275853931 ,40663124 ,-,292059592 ,-,281321832 ,118614 ,10737760 ,-,43565834 ,1221160 ,77436193 ,12002302 ,55055837 ,345577 ,13919565 ,-,1114769340 ,18715453 ,638879289 ,-,134807166 ,2652780 ,95183336 ,4828827 ,152832366 ,1201895 ,57100053 ,14995220 ,121749573 ,7372320 ,49333928 ,-,367054753 ,-,104448211 ,6108403 ,70810026 ,-,462302690 ,769323 ,73571605 ,311951 ,122983166 ,-,61022541 ,-,51652894 ,-,53131493 ,-,59828970 ,-,445719345 ,17018 ,51110184 ,10742946 ,146490396 ,11272766 ,68548835 ,-,563028449 ,-,178466554 ,990209737 ,153666722 ,-,-,-,120631543 ,-,37402245 ,-,28178685 ,-,-,-,36017337 ,-,151879864 ,26575 ,86008161 ,34286751 ,32058952 ,222 ,15031915 ,-,620259329 ,-,532535555 ,-,87723774 ,-,108854311 ,-,155150955 ,117057002 ,42611100 ,13373528 ,31142567 
2005/06,4619861311 ,-,468068628 ,-,412277483 ,-,55791145 ,232158 ,128898064 ,183925 ,80642944 ,2203565 ,52570802 ,243560494 ,29593631 ,306469081 ,41308687 ,-,296254761 ,-,285861455 ,107027 ,10393306 ,-,44800588 ,1313743 ,78445988 ,11471010 ,58702516 ,392665 ,15128583 ,-,1120327801 ,19926689 ,669210923 ,-,108954143 ,2414603 ,82557118 ,4470449 ,142592655 ,1236384 ,58986915 ,14733028 ,132146818 ,7400155 ,52308965 ,-,360760168 ,-,92333470 ,7441386 ,74526910 ,-,458879882 ,800613 ,78247347 ,281541 ,114892144 ,-,59736138 ,-,51839251 ,-,55916280 ,-,56732537 ,-,489025458 ,16174 ,45473176 ,10793994 ,180287840 ,11430479 ,69415813 ,-,621068078 ,-,196601379 ,1068450893 ,170814542 ,-,-,-,138348717 ,-,38143517 ,-,31120144 ,-,-,-,38826669 ,-,175170162 ,21443 ,66396196 ,34508010 ,33516194 ,530 ,59547905 ,-,630306373 ,-,547850775 ,-,82455598 ,-,117346214 ,-,158236663 ,106583877 ,40651692 ,13437060 ,33469616 
2005/07,4674822852 ,-,476073868 ,-,429395330 ,-,46678538 ,216390 ,130059670 ,242830 ,111572774 ,2146796 ,49709854 ,211233780 ,28803621 ,277350581 ,34798981 ,-,279559865 ,-,270576757 ,95755 ,8983108 ,-,42829027 ,1053248 ,77292069 ,9628339 ,50222878 ,399087 ,15073021 ,-,1198962394 ,20346341 ,754173950 ,-,96720209 ,2129479 ,73310022 ,4470683 ,155124413 ,988214 ,47057769 ,15102034 ,138673320 ,7157726 ,51172095 ,-,361488251 ,-,95440532 ,6676490 ,80143267 ,-,445128192 ,694751 ,66298139 ,304370 ,122468784 ,-,58921709 ,-,49937551 ,-,53036042 ,-,56467982 ,-,462452792 ,16648 ,50116404 ,9602525 ,157846918 ,10255360 ,66291891 ,-,606848754 ,-,188737350 ,1088453957 ,162449109 ,-,-,-,130088600 ,-,39483878 ,-,37634866 ,-,-,-,40224156 ,-,183008650 ,18504 ,54405467 ,34226845 ,32826999 ,752 ,81658168 ,-,661300086 ,-,584092729 ,-,77207357 ,-,117054471 ,-,191057043 ,101507804 ,39174438 ,12701297 ,33997671 
2005/08,5117418084 ,-,476580273 ,-,418105417 ,-,58474856 ,242905 ,134894092 ,203546 ,89976024 ,2121873 ,49472361 ,229627882 ,33616778 ,241227742 ,29107246 ,-,336734405 ,-,326769947 ,101563 ,9964458 ,-,42909885 ,1295105 ,102291617 ,12298219 ,68280828 ,284264 ,11139040 ,-,1386499996 ,22219633 ,865380404 ,-,111810776 ,2300161 ,84362423 ,5856551 ,210612226 ,962216 ,45335190 ,16249022 ,145137700 ,8675486 ,63402648 ,-,361283085 ,-,92576692 ,6812419 ,76550084 ,-,462437905 ,589638 ,65280775 ,284730 ,120928550 ,-,64973400 ,-,56252577 ,-,55011535 ,-,57900707 ,-,468909417 ,15943 ,55689242 ,12479129 ,163762116 ,11456268 ,72762299 ,-,634823822 ,-,209919389 ,1129509733 ,184081816 ,-,-,-,126252603 ,-,38713349 ,-,32915454 ,-,-,-,43161446 ,-,216121463 ,33623 ,109514246 ,37565523 ,35650273 ,497 ,54915957 ,-,774027718 ,-,692646783 ,-,81380935 ,-,130093572 ,-,269182142 ,112122116 ,45469285 ,14445002 ,37701847 
2005/09,4978514768 ,-,439866130 ,-,387787926 ,-,52078204 ,226114 ,124742715 ,189386 ,83615940 ,2104548 ,46768140 ,217592985 ,33055135 ,214275562 ,26733246 ,-,286306078 ,-,278241244 ,85664 ,8064834 ,-,38020566 ,1113692 ,85021718 ,9532902 ,50001805 ,301932 ,11417247 ,-,1394281192 ,21938999 ,903109018 ,-,118603165 ,2324713 ,95299035 ,4715451 ,172593702 ,1137972 ,55670355 ,15526818 ,140717123 ,7841156 ,56101696 ,-,363800416 ,-,95912966 ,6021699 ,76248617 ,-,437362665 ,537964 ,57232644 ,264579 ,115851999 ,-,60859911 ,-,55812897 ,-,55468400 ,-,52813682 ,-,485205415 ,18077 ,57535248 ,12005980 ,188449287 ,11179674 ,73101926 ,-,637784480 ,-,217913904 ,1168526432 ,189863865 ,-,-,-,123751775 ,-,41056098 ,-,31299006 ,-,-,-,44063590 ,-,152832764 ,20254 ,62758263 ,39392364 ,36303984 ,334 ,37121590 ,-,781075628 ,-,701780369 ,-,79295259 ,-,134599697 ,-,274490066 ,115898726 ,46116595 ,13138690 ,32160012 
2005/10,5092710633 ,-,463557816 ,-,406044586 ,-,57513230 ,234891 ,130215043 ,192729 ,83918776 ,1996444 ,45612720 ,241294993 ,35967501 ,204599622 ,29693098 ,-,315970561 ,-,304778438 ,121329 ,11192123 ,-,43062821 ,1208888 ,90094262 ,11357811 ,60879804 ,259313 ,9783791 ,-,1382976015 ,20105257 ,858407267 ,-,155712816 ,2722005 ,123271833 ,4278276 ,163466971 ,949073 ,52733194 ,15560502 ,147725457 ,7989814 ,59359097 ,-,368921720 ,-,96665250 ,5997344 ,92260507 ,-,471822108 ,569665 ,60568429 ,322805 ,132393387 ,-,65244596 ,-,57090618 ,-,57653513 ,-,57304932 ,-,469827580 ,18135 ,60470469 ,11406303 ,164234083 ,9883740 ,68378580 ,-,669550172 ,-,224083189 ,1151623836 ,195543005 ,-,-,-,139228360 ,-,38969289 ,-,32617989 ,-,-,-,40030365 ,-,176720170 ,24159 ,75458486 ,45717094 ,39717438 ,595 ,46254492 ,-,773364491 ,-,685384579 ,-,87979912 ,-,135291753 ,-,244883312 ,123272753 ,49143645 ,13193001 ,36305389 
2005/11,5319153065 ,-,504293050 ,-,432749432 ,-,71543618 ,251983 ,144710976 ,197654 ,88512021 ,2198246 ,52161772 ,251269320 ,35501376 ,218978280 ,33665348 ,-,327092423 ,-,317067467 ,97154 ,10024956 ,-,44871873 ,1223818 ,97733377 ,11734270 ,68072776 ,248845 ,9290998 ,-,1424886444 ,20834808 ,880337931 ,-,141346665 ,2543829 ,117842922 ,4727010 ,192287645 ,998111 ,62430339 ,14617892 ,145210036 ,7681598 ,59106843 ,-,405037725 ,-,113541504 ,6359085 ,77735645 ,-,484276018 ,605942 ,61240747 ,290630 ,130819579 ,-,70686146 ,-,60008885 ,-,59397657 ,-,59171151 ,-,499613092 ,19061 ,60959364 ,11997325 ,174344764 ,10727169 ,68674716 ,-,718768743 ,-,229603382 ,1230736333 ,204025342 ,-,-,-,165177433 ,-,41350921 ,-,35356115 ,-,-,-,43417076 ,-,174843698 ,26788 ,93263100 ,45216184 ,42395966 ,254 ,19914231 ,-,780341872 ,-,695684514 ,-,84657358 ,-,136241808 ,-,216094146 ,130054394 ,51976584 ,14432050 ,40324634 
2005/12,5428757809 ,-,491635507 ,-,433664080 ,-,57971427 ,247393 ,148457338 ,179902 ,81720253 ,2552194 ,61763438 ,257587660 ,36224704 ,191631306 ,28207915 ,-,310059971 ,-,299850868 ,100196 ,10209103 ,-,41456361 ,949501 ,87954524 ,10063486 ,57358778 ,416315 ,15164388 ,-,1553933223 ,23463657 ,966014008 ,-,151713713 ,2497545 ,111929775 ,4834058 ,194931061 ,1325115 ,91012935 ,14795169 ,145913271 ,7654671 ,59034797 ,-,355828013 ,-,89647939 ,6849154 ,78892572 ,-,470014806 ,536944 ,56988483 ,290435 ,141400115 ,-,64201743 ,-,58687797 ,-,53536984 ,-,55635384 ,-,513674715 ,17908 ,64885750 ,11735302 ,195670048 ,10893570 ,72062044 ,-,716991693 ,-,224891828 ,1156505628 ,197997888 ,-,-,-,160453580 ,-,41686749 ,-,45602116 ,-,-,-,46186161 ,-,197704808 ,25233 ,79678102 ,39539156 ,37914241 ,537 ,63825095 ,-,818915073 ,-,687601596 ,-,131313477 ,-,149723364 ,-,200077065 ,130238378 ,49911843 ,14165486 ,40213778 
2006/01,5398061522 ,-,440843906 ,-,391692306 ,-,49151600 ,216688 ,120323760 ,185037 ,77420809 ,2145166 ,53339624 ,272552897 ,36351333 ,201949810 ,28494793 ,-,399426662 ,-,389909014 ,92115 ,9517648 ,-,49888990 ,1404111 ,149474349 ,11421037 ,65624442 ,310814 ,11735433 ,-,1482684755 ,21119090 ,869604229 ,-,167449545 ,2442889 ,105146291 ,5271381 ,207261873 ,1359532 ,90974477 ,15095429 ,143763703 ,7659748 ,57347636 ,-,394343956 ,-,125635529 ,6727448 ,70936434 ,-,506341325 ,581048 ,60369833 ,333500 ,148196116 ,-,71511423 ,-,59375338 ,-,58758172 ,-,65365588 ,-,523166775 ,21348 ,62432138 ,12242352 ,188040086 ,11605200 ,70305354 ,-,699270682 ,-,230873284 ,1200667645 ,200417011 ,-,-,-,139543622 ,-,43628463 ,-,36172048 ,-,-,-,45205173 ,-,182106331 ,27125 ,92081066 ,42795158 ,41390120 ,363 ,29265582 ,-,769877130 ,-,675708723 ,-,94168407 ,-,136475536 ,-,227281507 ,143296708 ,53923769 ,16319536 ,40068745 
2006/02,4939724360 ,-,396829831 ,-,350179723 ,-,46650108 ,157008 ,95481039 ,161278 ,71161662 ,2294949 ,55046154 ,228972262 ,30048182 ,193623142 ,25652636 ,-,332284077 ,-,324891623 ,77436 ,7392454 ,-,40150723 ,1017814 ,119810338 ,9807512 ,56046264 ,380273 ,14476265 ,-,1582836977 ,21444775 ,963560528 ,-,190343499 ,2257565 ,101080769 ,4666671 ,199167412 ,1299391 ,95375126 ,14127859 ,131839901 ,7504460 ,55500633 ,-,359156913 ,-,104276613 ,4881826 ,77686695 ,-,422686402 ,521520 ,48686779 ,269508 ,140192105 ,-,52868733 ,-,44369163 ,-,50534896 ,-,49714075 ,-,467171901 ,16822 ,54909109 ,10551337 ,172524545 ,9894191 ,62496136 ,-,621040377 ,-,212058101 ,1129909692 ,186534025 ,-,-,-,111110048 ,-,39611218 ,-,34298765 ,-,-,-,47388532 ,-,137818941 ,14988 ,50757451 ,36041622 ,35874170 ,392 ,33909333 ,-,619898941 ,-,538253894 ,-,81645047 ,-,132753860 ,-,156528533 ,105928892 ,40631689 ,10172508 ,33935200 
2006/03,5875007216 ,-,493723296 ,-,436892962 ,-,56830334 ,220217 ,131618800 ,194250 ,87908829 ,2346882 ,58493877 ,299344145 ,39416286 ,240716058 ,31563831 ,-,349194578 ,-,338298745 ,112069 ,10895833 ,-,50757131 ,985112 ,109851446 ,10511254 ,58335732 ,361898 ,14168167 ,-,1623330003 ,21724481 ,980095471 ,-,142491471 ,1950170 ,89021472 ,5516281 ,239976435 ,1555158 ,113594758 ,14844357 ,144473294 ,7017034 ,52702934 ,-,412934859 ,-,106379907 ,6547755 ,78407154 ,-,516728851 ,505781 ,49828430 ,293705 ,160851070 ,-,74660842 ,-,58866814 ,-,65997738 ,-,62643796 ,-,611456751 ,19926 ,69353172 ,13797763 ,237813278 ,13494645 ,83128063 ,-,764260546 ,-,247154394 ,1253631851 ,217739386 ,-,-,-,139894195 ,-,44775485 ,-,42580866 ,-,-,-,56281699 ,-,214612376 ,27457 ,89637409 ,44258694 ,43276312 ,517 ,53703459 ,-,888765956 ,-,787380869 ,-,101385087 ,-,161292657 ,-,263535965 ,157431180 ,60118880 ,16734675 ,45249409 
2006/04,5518229259 ,-,488952127 ,-,434219202 ,-,54732925 ,226490 ,146006798 ,194259 ,86637645 ,2076583 ,52346533 ,272518262 ,37981428 ,254622487 ,34953430 ,-,394068023 ,-,384239953 ,96581 ,9828070 ,-,48644161 ,1243058 ,141242449 ,11305367 ,65880688 ,382816 ,14665828 ,-,1589912180 ,23400719 ,1060840818 ,-,147264809 ,2457677 ,113293436 ,4143505 ,169774200 ,1254216 ,79261426 ,13065957 ,129090940 ,6406423 ,47639791 ,-,390620599 ,-,103387215 ,6136871 ,83805051 ,-,531756244 ,630194 ,62238494 ,308803 ,175303560 ,-,69343973 ,-,61007331 ,-,59244552 ,-,61698115 ,-,506718204 ,18874 ,56408202 ,11659093 ,182957417 ,10183756 ,64747633 ,-,662987310 ,-,217432856 ,1214941251 ,188585670 ,-,-,-,124041303 ,-,50907754 ,-,35564855 ,-,-,-,41576629 ,-,144927551 ,22780 ,68505124 ,38222733 ,37936811 ,290 ,17053010 ,-,808287021 ,-,727396493 ,-,80890528 ,-,144303581 ,-,241693648 ,129240122 ,49366083 ,17543782 ,44922738 
2006/05,5347092349 ,-,487695439 ,-,428396937 ,-,59298502 ,210523 ,129813959 ,203413 ,86254350 ,2435887 ,57793166 ,266780147 ,37256609 ,269124295 ,39079995 ,-,389260507 ,-,379496840 ,98503 ,9763667 ,-,52988985 ,1261469 ,128197121 ,12179511 ,71457293 ,400431 ,14507276 ,-,1415614750 ,18213682 ,865506882 ,-,130958716 ,2044494 ,95879425 ,5266535 ,214490883 ,1170521 ,65228351 ,14685969 ,136099816 ,7446476 ,53760556 ,-,428188087 ,-,116840603 ,6848065 ,81070509 ,-,527646772 ,595346 ,58114493 ,299416 ,174167215 ,-,72433445 ,-,56110522 ,-,58813239 ,-,63950439 ,-,496612313 ,19094 ,70587931 ,10901565 ,148988451 ,10506635 ,62203674 ,-,677846312 ,-,229297621 ,1330705443 ,200903493 ,-,-,-,120606347 ,-,46136328 ,-,34024416 ,-,-,-,43693310 ,-,201218662 ,24451 ,76680022 ,39524780 ,40402326 ,639 ,63714945 ,-,723009507 ,-,633607195 ,-,89402312 ,-,157053537 ,-,175629724 ,114235048 ,44982381 ,13573943 ,36149843 
2006/06,5470998164 ,-,483858311 ,-,425392406 ,-,58465905 ,208838 ,125231191 ,210914 ,88471219 ,2426956 ,57553647 ,235212978 ,32263008 ,275538694 ,39859048 ,-,401270647 ,-,391634370 ,102321 ,9636277 ,-,46425241 ,1239773 ,154960248 ,10921805 ,66795821 ,333548 ,11744013 ,-,1494712897 ,19256878 ,925819846 ,-,159478416 ,2656171 ,129697803 ,5240297 ,217663422 ,945615 ,54416950 ,15104931 ,133210285 ,7142250 ,51621123 ,-,408253077 ,-,107662489 ,6868067 ,74731977 ,-,552812037 ,672291 ,61085081 ,304766 ,195106836 ,-,74490024 ,-,56559312 ,-,61527955 ,-,58965535 ,-,521475405 ,20760 ,64610119 ,11447817 ,171722334 ,11907874 ,65570356 ,-,706516531 ,-,240621995 ,1349989358 ,210623750 ,-,-,-,117059359 ,-,50562777 ,-,35568191 ,-,-,-,52708935 ,-,175477591 ,22280 ,67080347 ,41579724 ,41077506 ,498 ,48288238 ,-,726621668 ,-,621431780 ,-,105189888 ,-,165512464 ,-,167530437 ,109450119 ,43736812 ,13972957 ,34712416 
2006/07,5469541956 ,-,463098252 ,-,410170489 ,-,52927763 ,202493 ,131683915 ,181732 ,77773082 ,2195642 ,53287688 ,221836523 ,32265161 ,244425293 ,35157402 ,-,384515316 ,-,373994258 ,104344 ,10521058 ,-,48735760 ,1222401 ,135199499 ,10384921 ,66825589 ,332190 ,12169162 ,-,1529830382 ,19103927 ,941917088 ,-,167036861 ,2688216 ,138373814 ,5139504 ,210952495 ,1180317 ,70428881 ,15800895 ,136467401 ,7268326 ,52939614 ,-,388685947 ,-,102726680 ,6350846 ,78551565 ,-,543583281 ,614683 ,58666691 ,294802 ,180852754 ,-,75887073 ,-,58104983 ,-,60839126 ,-,66428771 ,-,505402300 ,21059 ,69250776 ,11104780 ,157200833 ,11234964 ,67908946 ,-,702407151 ,-,239918290 ,1461625085 ,209397642 ,-,-,-,118900564 ,-,48118420 ,-,32791755 ,-,-,-,50108826 ,-,197437388 ,23544 ,65442377 ,42789853 ,44220282 ,632 ,69817297 ,-,754581939 ,-,664609104 ,-,89972835 ,-,155381795 ,-,208343766 ,102681086 ,42730453 ,13276135 ,38305632 
